point_id,x,y,cluster_label,is_outlier,micro_distance,macro_distance,source_file,algorithm
22,3.4968885973483244,2.9084872901575087,2,0,0.031786361798300494,0.4106834014873409,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
23,4.99137352079468,3.4615573856928203,2,0,0.1253694412729156,0.8176308929476287,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
24,4.388928160968351,4.786602834407022,2,0,0.0860002549829242,0.6460990990919552,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
25,7.324144298879894,7.272697953443511,1,0,0.10758406943198791,0.4653839775086089,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
26,1.374077720845731,2.360280381552418,2,0,0.10550485917002578,0.40501588231172414,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
27,4.5712771846603095,6.215261623237921,2,0,0.1747844490630005,0.7927556969715777,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
28,5.870174492030552,5.848013584700625,1,0,0.05625924331669036,0.8144568840292402,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
29,0.7033105095716279,0.7457023326692362,2,0,0.017728591261043748,0.7564079252116084,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
30,6.269132078545397,6.558549313212162,1,0,0.029786672975947392,0.6468160886320765,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
31,2.284269511198132,1.4243869065528298,2,0,0.024768277786708807,0.46178911951764284,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
32,0.6596172541673301,0.8073806671200869,2,0,0.00784910246059489,0.756439546329584,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
33,10.506329226543455,9.49767005308059,1,1,0.03299050443747087,1.0156969053066052,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
34,9.471060547479023,9.724693599729775,1,0,0.07300756798573474,0.7018991145299711,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
35,9.988091897777345,7.542866632465784,1,1,0.05755018475412432,0.952063302695024,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
36,3.484104835169211,3.0632948137149665,2,0,0.006703443844519617,0.39472322162157925,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
37,0.3767108505724409,1.3253199439356536,2,0,0.07756831249767072,0.7523121286288722,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
38,6.09270551647879,7.858130790578098,1,0,0.13909454252470682,0.4776669471727205,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
39,4.739255628066244,5.073014515655658,2,0,0.0887664865057705,0.7609444406148973,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
40,1.0639583987196926,2.7276100687058777,2,0,0.1051780561025147,0.43652119747312035,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
41,5.451569446977167,4.414625807091067,2,0,0.03231826435819393,0.9537308975216529,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
42,0.6751515483536653,0.9545096568566588,2,0,0.021343182550939862,0.7335083524717569,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
43,9.04222378192801,9.221543424804668,1,0,0.08478814564928397,0.5831425936779088,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
44,1.9950442133522857,4.120661869252539,2,0,0.07066526792378348,0.0943160523920652,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
45,5.564829786259715,6.059414043791215,1,0,0.05403280972267842,0.8303777858629793,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
46,2.804550294447195,2.5293054713675667,2,0,0.025079946597667307,0.3043256739702958,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
47,5.800159367804539,4.781105359967293,2,0,0.09951734861280626,1.0652589515059536,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
48,5.61696841432394,3.980375786415932,2,0,0.07802318198596363,1.0006448491664386,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
49,0.9765274101568788,1.4805160400787376,2,0,0.09338456646924748,0.6025268280330927,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
50,9.817072925741414,9.164453414557997,1,0,0.10406385182177973,0.8151632187019718,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
51,8.02105039942133,7.856603884144491,1,0,0.015223160387642244,0.4444771709694932,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
52,8.776289210301098,9.634218598685903,1,0,0.10060582882405295,0.49351384620219874,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
53,9.055881078438356,10.261593091727608,1,0,0.08466535560846195,0.5811464585344206,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
54,6.019745891023051,6.644296474841086,1,0,0.06278769013473653,0.6676795752305754,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
55,8.41866314174973,8.814909791267485,1,0,0.08929715964063463,0.4265347159276892,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
56,1.1353761727629932,0.2560347505753444,2,0,0.1098712889183736,0.7577031938899595,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
57,2.352377792649216,2.304172044246006,2,0,0.09229066205512951,0.3042119884928379,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
58,1.2104087593280746,-0.4718903558090688,2,0,0.05551577853549157,0.8668352804551683,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
59,3.990964744057076,4.535324443730691,2,0,0.04301931245150238,0.5194033816247312,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
60,2.9224043393248564,4.712380981399721,2,0,0.02959535080376037,0.22785075070098923,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
61,2.0570127897983728,2.3850673612656657,2,0,0.05995478916156157,0.2983084315083765,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
62,8.647899778565357,7.08818092115568,1,0,0.052733289375305865,0.6714757644636418,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
63,3.9271834325744392,4.515243928851682,2,0,0.06258704438137892,0.4998339471650177,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
64,3.1698784772880413,2.7291672051969758,2,0,0.1095045266398333,0.34747649962535926,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
65,8.123872875040789,6.293432249963908,1,0,0.07912913721746616,0.7030902064743513,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
66,1.8088656072328435,0.2931428885915697,2,0,0.10862801848443052,0.6811286219007877,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
67,8.816865755666816,7.602407291472756,1,0,0.05273328937530587,0.6455356396944761,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
68,1.4133076712429498,0.7491770266004364,2,0,0.04820751448004827,0.6412674697201615,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
69,10.32484324191923,9.901755781640492,1,0,0.09856223028289574,0.959081296123965,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
70,7.5017592217183315,7.407401862931104,1,0,0.09772747597517954,0.451078538828112,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
71,2.518435269687011,2.423151767984973,2,0,0.09797992167502262,0.2900779936048756,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
72,-0.4857564789402762,-0.692113129331792,2,0,0.06705093535511052,1.1890564460070987,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
73,7.988841259830335,8.054948645033436,1,0,0.047909773820564994,0.41028228085497026,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
74,6.728818954995799,7.152780380674501,1,0,0.0737782315882899,0.4997535142761956,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
75,7.347383577980299,7.650178864250998,1,0,0.06588238848550852,0.39914973796922,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
76,9.332964463530914,8.21083388152168,1,0,0.06460501607544505,0.7223436649987833,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
77,-0.5666391174733199,-0.0468029469456048,2,0,0.1044540249313605,1.1286013782021795,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
78,4.0650394187048855,2.5107773659277908,2,0,0.10743047002042921,0.595661916732604,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
79,0.0297894854185409,2.0530643705802536,2,0,0.09018861693530127,0.7680782568838169,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
80,8.300681952703332,8.863654067141649,1,0,0.11612786989996535,0.3907587278398219,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
81,6.995246686152735,5.709040692685992,1,0,0.1109859730408801,0.7443819337561874,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
82,3.353976261893316,4.3947866313922574,2,0,0.04251506413082497,0.326158355516151,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
83,-0.1188378416902778,0.7165557468652374,2,0,0.08927159464488817,0.9372048749588368,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
84,2.6091106206746444,3.935331246001301,2,0,0.08828129800774796,0.09419680817806775,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
85,3.727551644521744,3.2990961572545467,2,0,0.07808960294231701,0.4486537858651344,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
86,6.784805141178644,8.738585330798031,1,0,0.05453253749122317,0.22666699055108203,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
87,6.527095726259514,7.604313303262375,1,0,0.15615243322078118,0.4436645528952654,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
88,8.904027713695935,8.697852521827913,1,0,0.10532000465958288,0.5692582937323434,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
89,4.266029008295421,5.402248917287542,2,0,0.15262163787389926,0.6447586757326,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
90,2.696703321910745,1.6477056240926202,2,0,0.11202444293497348,0.4384042798597592,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
91,7.576191187852557,8.090489962502593,1,0,0.03995611522009818,0.34116476426529113,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
92,6.19025067550865,6.932404063762902,1,0,0.04184755403569474,0.5972647233106976,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
93,5.743289996033562,6.09300799769387,1,0,0.00265305259384431,0.7955959134099313,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
94,7.246421274207739,8.450568940340322,1,0,0.11309032910870347,0.25258388615243427,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
95,5.534659298001264,3.706838323147728,2,0,0.12533409616786795,0.9771985660058635,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
96,4.67256377691705,4.399047334953899,2,0,0.06977648238497662,0.7194904940044514,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
97,4.195094674558667,2.8479476591534256,2,0,0.04401209705254069,0.6078682588938792,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
98,0.6076823627272718,0.0656064833297614,2,0,0.0596738459291182,0.870750884988614,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
99,1.6849429058521297,1.581193848990218,2,0,0.04957933953274363,0.4714781024774041,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
100,-0.5259156280717008,1.365941793334562,2,0,0.0821787426847866,0.9740082351675654,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
101,6.129953247549141,6.415970458931647,1,0,0.059489951725028245,0.6878871082619952,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
102,2.8110980929505978,4.283590692663172,2,0,0.0779093235107959,0.16289085429951985,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
103,4.6283764488454295,4.119635890896604,2,0,0.0569711992032135,0.7028646743513228,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
104,10.311482707457698,7.883297031712321,1,1,0.0575501847541242,1.01800805363082,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
105,2.7764094891614186,2.4540389022611167,2,0,0.03976568654709585,0.3120885878793074,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
106,3.221210462321765,4.372675044613812,2,0,0.0778704297512309,0.2862682213758468,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
107,8.19801474836883,7.532625061764621,1,0,0.06535530366961852,0.5230510902382419,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
108,3.773490992825068,0.8407721848883112,2,1,0.0,0.7202534719022654,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
109,1.4925247806737327,0.707415070628978,2,0,0.03818867244515703,0.6386204611402521,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
110,1.8339555529698712,1.9843858787842832,2,0,0.07155086875986101,0.3874606651818286,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
111,1.2732490215336685,2.080983656721071,2,0,0.04692541724889877,0.4624917743432246,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
112,10.183814327856366,9.553595295693524,1,0,0.02950169516450484,0.9180111458454262,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
113,7.585835169711023,7.423287945215021,1,0,0.10037920406931908,0.45506478592353167,C:\Programming\Εργασία Αποθήκες-Εξόρυξη Δεδομένων\LLM\DaMi\data\synthetic_datasets\synth_diagonal\data.txt,Density-Based Two-Stage
